X,Y,PredictedY,Error
-1.059769,-1.059818,-1.060707,0.000889
-1.059422,-1.059566,-1.060361,0.000796
-1.059076,-1.059170,-1.060015,0.000845
-1.058730,-1.058721,-1.059668,0.000947
-1.058383,-1.058475,-1.059322,0.000847
-1.058037,-1.058069,-1.058975,0.000906
-1.057690,-1.057701,-1.058629,0.000928
-1.057344,-1.057382,-1.058283,0.000901
-1.056998,-1.057086,-1.057936,0.000850
-1.056651,-1.056790,-1.057590,0.000800
-1.056305,-1.056313,-1.057243,0.000931
-1.055958,-1.056064,-1.056897,0.000833
-1.055612,-1.055655,-1.056551,0.000895
-1.055266,-1.055326,-1.056204,0.000879
-1.054919,-1.055047,-1.055858,0.000811
-1.054573,-1.054562,-1.055511,0.000949
-1.054226,-1.054325,-1.055165,0.000839
-1.053880,-1.053912,-1.054819,0.000906
-1.053533,-1.053606,-1.054472,0.000866
-1.053187,-1.053194,-1.054126,0.000932
-1.052841,-1.052834,-1.053779,0.000945
-1.052494,-1.052480,-1.053433,0.000953
-1.052148,-1.052229,-1.053087,0.000857
-1.051801,-1.051958,-1.052740,0.000782
-1.051455,-1.051604,-1.052394,0.000789
-1.051109,-1.051130,-1.052047,0.000918
-1.050762,-1.050847,-1.051701,0.000854
-1.050416,-1.050502,-1.051354,0.000853
-1.050069,-1.050106,-1.051008,0.000902
-1.049723,-1.049762,-1.050662,0.000900
-1.049377,-1.049459,-1.050315,0.000856
-1.049030,-1.049035,-1.049969,0.000934
-1.048684,-1.048787,-1.049622,0.000835
-1.048337,-1.048419,-1.049276,0.000857
-1.047991,-1.048146,-1.048930,0.000783
-1.047644,-1.047703,-1.048583,0.000880
-1.047298,-1.047364,-1.048237,0.000873
-1.046952,-1.047005,-1.047890,0.000885
-1.046605,-1.046642,-1.047544,0.000902
-1.046259,-1.046392,-1.047197,0.000806
-1.045913,-1.045901,-1.046851,0.000950
-1.045566,-1.045595,-1.046505,0.000910
-1.045220,-1.045357,-1.046158,0.000801
-1.044873,-1.044998,-1.045812,0.000814
-1.044527,-1.044610,-1.045465,0.000855
-1.044180,-1.044320,-1.045119,0.000800
-1.043834,-1.043895,-1.044773,0.000878
-1.043488,-1.043485,-1.044426,0.000942
-1.043141,-1.043261,-1.044080,0.000818
-1.042795,-1.042831,-1.043733,0.000903
-1.042448,-1.042567,-1.043387,0.000820
-1.042102,-1.042127,-1.043041,0.000913
-1.041756,-1.041776,-1.042694,0.000918
-1.041409,-1.041479,-1.042348,0.000869
-1.041063,-1.041131,-1.042001,0.000870
-1.040716,-1.040819,-1.041655,0.000836
-1.040370,-1.040421,-1.041309,0.000888
-1.040023,-1.040016,-1.040962,0.000946
-1.039677,-1.039783,-1.040616,0.000833
-1.039331,-1.039366,-1.040269,0.000904
-1.038984,-1.039097,-1.039923,0.000826
-1.038638,-1.038787,-1.039577,0.000789
-1.038291,-1.038420,-1.039230,0.000810
-1.037945,-1.038088,-1.038884,0.000796
-1.037599,-1.037710,-1.038537,0.000827
-1.037252,-1.037298,-1.038191,0.000892
-1.036906,-1.036991,-1.037844,0.000853
-1.036559,-1.036642,-1.037498,0.000856
-1.036213,-1.036327,-1.037152,0.000825
-1.035866,-1.035976,-1.036805,0.000829
-1.035520,-1.035534,-1.036459,0.000925
-1.035174,-1.035303,-1.036112,0.000810
-1.034827,-1.034934,-1.035766,0.000832
-1.034481,-1.034598,-1.035420,0.000822
-1.034135,-1.034171,-1.035073,0.000902
-1.033788,-1.033922,-1.034727,0.000805
-1.033442,-1.033536,-1.034380,0.000844
-1.033095,-1.033147,-1.034034,0.000887
-1.032749,-1.032759,-1.033687,0.000928
-1.032402,-1.032389,-1.033341,0.000952
-1.032056,-1.032100,-1.032995,0.000895
-1.031710,-1.031810,-1.032648,0.000838
-1.031363,-1.031452,-1.032302,0.000850
-1.031017,-1.031072,-1.031955,0.000884
-1.030670,-1.030793,-1.031609,0.000816
-1.030324,-1.030385,-1.031263,0.000878
-1.029978,-1.029993,-1.030916,0.000923
-1.029631,-1.029731,-1.030570,0.000839
-1.029285,-1.029291,-1.030223,0.000933
-1.028938,-1.029092,-1.029877,0.000785
-1.028592,-1.028705,-1.029531,0.000825
-1.028246,-1.028261,-1.029184,0.000924
-1.027899,-1.027933,-1.028838,0.000904
-1.027553,-1.027640,-1.028491,0.000852
-1.027206,-1.027269,-1.028145,0.000876
-1.026860,-1.026953,-1.027799,0.000846
-1.026513,-1.026652,-1.027452,0.000800
-1.026167,-1.026281,-1.027106,0.000824
-1.025821,-1.025969,-1.026759,0.000791
-1.025474,-1.025621,-1.026413,0.000792
-1.025128,-1.025139,-1.026067,0.000927
-1.024781,-1.024813,-1.025720,0.000907
-1.024435,-1.024449,-1.025374,0.000924
-1.024089,-1.024219,-1.025027,0.000808
-1.023742,-1.023798,-1.024681,0.000883
-1.023396,-1.023501,-1.024334,0.000834
-1.023049,-1.023058,-1.023988,0.000930
-1.022703,-1.022758,-1.023642,0.000883
-1.022357,-1.022447,-1.023295,0.000848
-1.022010,-1.022028,-1.022949,0.000921
-1.021664,-1.021731,-1.022602,0.000871
-1.021317,-1.021337,-1.022256,0.000919
-1.020971,-1.021081,-1.021910,0.000829
-1.020625,-1.020708,-1.021563,0.000855
-1.020278,-1.020410,-1.021217,0.000807
-1.019932,-1.019924,-1.020870,0.000946
-1.019585,-1.019701,-1.020524,0.000823
-1.019239,-1.019235,-1.020177,0.000942
-1.018892,-1.019041,-1.019831,0.000790
-1.018546,-1.018598,-1.019485,0.000887
-1.018200,-1.018303,-1.019138,0.000836
-1.017853,-1.017852,-1.018792,0.000940
-1.017507,-1.017522,-1.018445,0.000923
-1.017160,-1.017250,-1.018099,0.000849
-1.016814,-1.016928,-1.017753,0.000825
-1.016468,-1.016480,-1.017406,0.000926
-1.016121,-1.016192,-1.017060,0.000868
-1.015775,-1.015798,-1.016713,0.000916
-1.015428,-1.015414,-1.016367,0.000953
-1.015082,-1.015091,-1.016021,0.000930
-1.014736,-1.014835,-1.015674,0.000839
-1.014389,-1.014498,-1.015328,0.000830
-1.014043,-1.014148,-1.014981,0.000834
-1.013696,-1.013817,-1.014635,0.000818
-1.013350,-1.013412,-1.014289,0.000876
-1.013003,-1.013134,-1.013942,0.000808
-1.012657,-1.012782,-1.013596,0.000814
-1.012311,-1.012450,-1.013249,0.000799
-1.011964,-1.012076,-1.012903,0.000827
-1.011618,-1.011687,-1.012557,0.000869
-1.011271,-1.011359,-1.012210,0.000851
-1.010925,-1.011051,-1.011864,0.000813
-1.010579,-1.010639,-1.011517,0.000878
-1.010232,-1.010325,-1.011171,0.000846
-1.009886,-1.010013,-1.010824,0.000811
-1.009539,-1.009551,-1.010478,0.000927
-1.009193,-1.009285,-1.010132,0.000846
-1.008847,-1.008879,-1.009785,0.000906
-1.008500,-1.008487,-1.009439,0.000952
-1.008154,-1.008231,-1.009092,0.000861
-1.007807,-1.007900,-1.008746,0.000846
-1.007461,-1.007590,-1.008400,0.000810
-1.007115,-1.007156,-1.008053,0.000898
-1.006768,-1.006901,-1.007707,0.000805
-1.006422,-1.006434,-1.007360,0.000926
-1.006075,-1.006109,-1.007014,0.000905
-1.005729,-1.005717,-1.006667,0.000950
-1.005382,-1.005456,-1.006321,0.000865
-1.005036,-1.005045,-1.005975,0.000930
-1.004690,-1.004726,-1.005628,0.000903
-1.004343,-1.004371,-1.005282,0.000911
-1.003997,-1.004134,-1.004936,0.000802
-1.003650,-1.003795,-1.004589,0.000795
-1.003304,-1.003373,-1.004243,0.000870
-1.002958,-1.002999,-1.003896,0.000897
-1.002611,-1.002766,-1.003550,0.000784
-1.002265,-1.002325,-1.003203,0.000878
-1.001918,-1.002050,-1.002857,0.000807
-1.001572,-1.001640,-1.002511,0.000871
-1.001226,-1.001261,-1.002164,0.000903
-1.000879,-1.000969,-1.001818,0.000849
-1.000533,-1.000662,-1.001471,0.000810
-1.000186,-1.000270,-1.001125,0.000854
-0.999840,-0.999837,-1.000779,0.000941
-0.999493,-0.999615,-1.000432,0.000818
-0.999147,-0.999232,-1.000086,0.000853
-0.998801,-0.998902,-0.999739,0.000837
-0.998454,-0.998489,-0.999393,0.000904
-0.998108,-0.998230,-0.999046,0.000817
-0.997761,-0.997837,-0.998700,0.000863
-0.997415,-0.997558,-0.998354,0.000796
-0.997069,-0.997121,-0.998007,0.000887
-0.996722,-0.996820,-0.997661,0.000841
-0.996376,-0.996474,-0.997314,0.000840
-0.996029,-0.996020,-0.996968,0.000948
-0.995683,-0.995710,-0.996622,0.000912
-0.995337,-0.995431,-0.996275,0.000844
-0.994990,-0.995058,-0.995929,0.000871
-0.994644,-0.994663,-0.995582,0.000919
-0.994297,-0.994296,-0.995236,0.000940
-0.993951,-0.994014,-0.994889,0.000875
-0.993605,-0.993700,-0.994543,0.000843
-0.993258,-0.993291,-0.994197,0.000906
-0.992912,-0.993034,-0.993850,0.000816
-0.992565,-0.992701,-0.993504,0.000803
-0.992219,-0.992359,-0.993157,0.000798
-0.991872,-0.991992,-0.992811,0.000819
-0.991526,-0.991529,-0.992465,0.000936
-0.991180,-0.991317,-0.992118,0.000801
-0.990833,-0.990972,-0.991772,0.000800
-0.990487,-0.990588,-0.991425,0.000837
-0.990140,-0.990150,-0.991079,0.000929
-0.989794,-0.989813,-0.990733,0.000920
-0.989448,-0.989543,-0.990386,0.000843
-0.989101,-0.989158,-0.990040,0.000882
-0.988755,-0.988790,-0.989693,0.000904
-0.988408,-0.988496,-0.989347,0.000851
-0.988062,-0.988109,-0.989001,0.000891
-0.987716,-0.987822,-0.988654,0.000832
-0.987369,-0.987454,-0.988308,0.000853
-0.987023,-0.987092,-0.987961,0.000870
-0.986676,-0.986826,-0.987615,0.000789
-0.986330,-0.986352,-0.987269,0.000917
-0.985983,-0.986123,-0.986922,0.000799
-0.985637,-0.985768,-0.986576,0.000808
-0.985291,-0.985313,-0.986229,0.000917
-0.984944,-0.984975,-0.985883,0.000908
-0.984598,-0.984721,-0.985536,0.000815
-0.984251,-0.984261,-0.985190,0.000929
-0.983905,-0.984000,-0.984844,0.000844
-0.983559,-0.983599,-0.984497,0.000899
-0.983212,-0.983343,-0.984151,0.000808
-0.982866,-0.982995,-0.983804,0.000809
-0.982519,-0.982566,-0.983458,0.000892
-0.982173,-0.982236,-0.983112,0.000876
-0.981827,-0.981953,-0.982765,0.000812
-0.981480,-0.981624,-0.982419,0.000795
-0.981134,-0.981151,-0.982072,0.000922
-0.980787,-0.980933,-0.981726,0.000793
-0.980441,-0.980553,-0.981380,0.000827
-0.980095,-0.980161,-0.981033,0.000873
-0.979748,-0.979734,-0.980687,0.000953
-0.979402,-0.979549,-0.980340,0.000791
-0.979055,-0.979050,-0.979994,0.000944
-0.978709,-0.978782,-0.979647,0.000866
-0.978363,-0.978461,-0.979301,0.000840
-0.978016,-0.978103,-0.978955,0.000851
-0.977670,-0.977762,-0.978608,0.000847
-0.977323,-0.977345,-0.978262,0.000917
-0.976977,-0.976973,-0.977915,0.000942
-0.976630,-0.976723,-0.977569,0.000846
-0.976284,-0.976298,-0.977223,0.000925
-0.975938,-0.976089,-0.976876,0.000787
-0.975591,-0.975621,-0.976530,0.000909
-0.975245,-0.975292,-0.976183,0.000892
-0.974898,-0.974962,-0.975837,0.000875
-0.974552,-0.974578,-0.975491,0.000912
-0.974206,-0.974215,-0.975144,0.000929
-0.973859,-0.973860,-0.974798,0.000938
-0.973513,-0.973598,-0.974451,0.000853
-0.973166,-0.973296,-0.974105,0.000809
-0.972820,-0.972807,-0.973759,0.000951
-0.972474,-0.972631,-0.973412,0.000781
-0.972127,-0.972256,-0.973066,0.000809
-0.971781,-0.971809,-0.972719,0.000910
-0.971434,-0.971550,-0.972373,0.000823
-0.971088,-0.971168,-0.972026,0.000859
-0.970741,-0.970857,-0.971680,0.000823
-0.970395,-0.970444,-0.971334,0.000889
-0.970049,-0.970164,-0.970987,0.000823
-0.969702,-0.969835,-0.970641,0.000806
-0.969356,-0.969388,-0.970294,0.000907
-0.969009,-0.969044,-0.969948,0.000904
-0.968663,-0.968818,-0.969602,0.000784
-0.968317,-0.968340,-0.969255,0.000916
-0.967970,-0.967967,-0.968909,0.000941
-0.967624,-0.967664,-0.968562,0.000898
-0.967277,-0.967344,-0.968216,0.000872
-0.966931,-0.966984,-0.967870,0.000886
-0.966585,-0.966616,-0.967523,0.000907
-0.966238,-0.966362,-0.967177,0.000814
-0.965892,-0.966048,-0.966830,0.000782
-0.965545,-0.965626,-0.966484,0.000857
-0.965199,-0.965244,-0.966137,0.000894
-0.964852,-0.964852,-0.965791,0.000939
-0.964506,-0.964642,-0.965445,0.000803
-0.964160,-0.964204,-0.965098,0.000894
-0.963813,-0.963834,-0.964752,0.000918
-0.963467,-0.963536,-0.964405,0.000869
-0.963120,-0.963256,-0.964059,0.000803
-0.962774,-0.962863,-0.963713,0.000849
-0.962428,-0.962434,-0.963366,0.000932
-0.962081,-0.962166,-0.963020,0.000854
-0.961735,-0.961756,-0.962673,0.000917
-0.961388,-0.961453,-0.962327,0.000874
-0.961042,-0.961154,-0.961981,0.000826
-0.960696,-0.960790,-0.961634,0.000845
-0.960349,-0.960444,-0.961288,0.000844
-0.960003,-0.959991,-0.960941,0.000951
-0.959656,-0.959791,-0.960595,0.000804
-0.959310,-0.959359,-0.960249,0.000889
-0.958964,-0.959103,-0.959902,0.000799
-0.958617,-0.958669,-0.959556,0.000887
-0.958271,-0.958280,-0.959209,0.000930
-0.957924,-0.958014,-0.958863,0.000849
-0.957578,-0.957681,-0.958516,0.000836
-0.957231,-0.957255,-0.958170,0.000916
-0.956885,-0.957002,-0.957824,0.000822
-0.956539,-0.956540,-0.957477,0.000937
-0.956192,-0.956321,-0.957131,0.000810
-0.955846,-0.955941,-0.956784,0.000843
-0.955499,-0.955499,-0.956438,0.000939
-0.955153,-0.955139,-0.956092,0.000953
-0.954807,-0.954961,-0.955745,0.000785
-0.954460,-0.954450,-0.955399,0.000948
-0.954114,-0.954135,-0.955052,0.000917
-0.953767,-0.953881,-0.954706,0.000825
-0.953421,-0.953513,-0.954360,0.000847
-0.953075,-0.953137,-0.954013,0.000876
-0.952728,-0.952777,-0.953667,0.000889
-0.952382,-0.952419,-0.953320,0.000901
-0.952035,-0.952097,-0.952974,0.000877
-0.951689,-0.951680,-0.952627,0.000947
-0.951342,-0.951428,-0.952281,0.000853
-0.950996,-0.950998,-0.951935,0.000937
-0.950650,-0.950801,-0.951588,0.000787
-0.950303,-0.950323,-0.951242,0.000919
-0.949957,-0.949983,-0.950895,0.000912
-0.949610,-0.949765,-0.950549,0.000784
-0.949264,-0.949275,-0.950203,0.000927
-0.948918,-0.948960,-0.949856,0.000896
-0.948571,-0.948674,-0.949510,0.000835
-0.948225,-0.948341,-0.949163,0.000822
-0.947878,-0.948019,-0.948817,0.000798
-0.947532,-0.947644,-0.948471,0.000827
-0.947186,-0.947248,-0.948124,0.000876
-0.946839,-0.946933,-0.947778,0.000844
-0.946493,-0.946630,-0.947431,0.000801
-0.946146,-0.946227,-0.947085,0.000858
-0.945800,-0.945910,-0.946739,0.000828
-0.945454,-0.945575,-0.946392,0.000817
-0.945107,-0.945126,-0.946046,0.000920
-0.944761,-0.944841,-0.945699,0.000858
-0.944414,-0.944561,-0.945353,0.000792
-0.944068,-0.944221,-0.945006,0.000785
-0.943721,-0.943778,-0.944660,0.000882
-0.943375,-0.943460,-0.944314,0.000854
-0.943029,-0.943167,-0.943967,0.000801
-0.942682,-0.942684,-0.943621,0.000937
-0.942336,-0.942459,-0.943274,0.000816
-0.941989,-0.942021,-0.942928,0.000907
-0.941643,-0.941628,-0.942582,0.000953
-0.941297,-0.941447,-0.942235,0.000788
-0.940950,-0.941097,-0.941889,0.000792
-0.940604,-0.940666,-0.941542,0.000876
-0.940257,-0.940258,-0.941196,0.000938
-0.939911,-0.940053,-0.940850,0.000796
-0.939565,-0.939572,-0.940503,0.000931
-0.939218,-0.939207,-0.940157,0.000950
-0.938872,-0.938901,-0.939810,0.000909
-0.938525,-0.938564,-0.939464,0.000900
-0.938179,-0.938332,-0.939117,0.000786
-0.937832,-0.937838,-0.938771,0.000933
-0.937486,-0.937568,-0.938425,0.000857
-0.937140,-0.937174,-0.938078,0.000905
-0.936793,-0.936849,-0.937732,0.000883
-0.936447,-0.936442,-0.937385,0.000944
-0.936100,-0.936140,-0.937039,0.000899
-0.935754,-0.935872,-0.936693,0.000821
-0.935408,-0.935440,-0.936346,0.000906
-0.935061,-0.935164,-0.936000,0.000835
-0.934715,-0.934711,-0.935653,0.000942
-0.934368,-0.934425,-0.935307,0.000882
-0.934022,-0.934144,-0.934961,0.000817
-0.933676,-0.933767,-0.934614,0.000848
-0.933329,-0.933320,-0.934268,0.000947
-0.932983,-0.933077,-0.933921,0.000844
-0.932636,-0.932712,-0.933575,0.000863
-0.932290,-0.932286,-0.933229,0.000943
-0.931944,-0.932000,-0.932882,0.000883
-0.931597,-0.931709,-0.932536,0.000827
-0.931251,-0.931337,-0.932189,0.000852
-0.930904,-0.931041,-0.931843,0.000801
-0.930558,-0.930612,-0.931497,0.000885
-0.930211,-0.930216,-0.931150,0.000934
-0.929865,-0.929964,-0.930804,0.000839
-0.929519,-0.929570,-0.930457,0.000888
-0.929172,-0.929251,-0.930111,0.000860
-0.928826,-0.928918,-0.929764,0.000847
-0.928479,-0.928596,-0.929418,0.000822
-0.928133,-0.928211,-0.929072,0.000861
-0.927787,-0.927792,-0.928725,0.000933
-0.927440,-0.927438,-0.928379,0.000941
-0.927094,-0.927196,-0.928032,0.000837
-0.926747,-0.926889,-0.927686,0.000797
-0.926401,-0.926502,-0.927340,0.000838
-0.926055,-0.926185,-0.926993,0.000808
-0.925708,-0.925858,-0.926647,0.000788
-0.925362,-0.925385,-0.926300,0.000915
-0.925015,-0.925107,-0.925954,0.000847
-0.924669,-0.924695,-0.925608,0.000913
-0.924322,-0.924315,-0.925261,0.000946
-0.923976,-0.924025,-0.924915,0.000890
-0.923630,-0.923742,-0.924568,0.000827
-0.923283,-0.923361,-0.924222,0.000860
-0.922937,-0.923012,-0.923875,0.000863
-0.922590,-0.922734,-0.923529,0.000795
-0.922244,-0.922324,-0.923183,0.000858
-0.921898,-0.921936,-0.922836,0.000900
-0.921551,-0.921564,-0.922490,0.000926
-0.921205,-0.921308,-0.922143,0.000835
-0.920858,-0.920944,-0.921797,0.000853
-0.920512,-0.920554,-0.921451,0.000896
-0.920166,-0.920294,-0.921104,0.000811
-0.919819,-0.919974,-0.920758,0.000784
-0.919473,-0.919613,-0.920411,0.000798
-0.919126,-0.919134,-0.920065,0.000930
-0.918780,-0.918813,-0.919719,0.000906
-0.918434,-0.918497,-0.919372,0.000875
-0.918087,-0.918136,-0.919026,0.000889
-0.917741,-0.917754,-0.918679,0.000925
-0.917394,-0.917545,-0.918333,0.000787
-0.917048,-0.917194,-0.917986,0.000793
-0.916701,-0.916856,-0.917640,0.000784
-0.916355,-0.916421,-0.917294,0.000872
-0.916009,-0.916011,-0.916947,0.000936
-0.915662,-0.915734,-0.916601,0.000866
-0.915316,-0.915420,-0.916254,0.000834
-0.914969,-0.915064,-0.915908,0.000844
-0.914623,-0.914689,-0.915562,0.000873
-0.914277,-0.914389,-0.915215,0.000827
-0.913930,-0.913981,-0.914869,0.000888
-0.913584,-0.913670,-0.914522,0.000852
-0.913237,-0.913349,-0.914176,0.000827
-0.912891,-0.913028,-0.913830,0.000802
-0.912545,-0.912600,-0.913483,0.000883
-0.912198,-0.912283,-0.913137,0.000854
-0.911852,-0.911927,-0.912790,0.000864
-0.911505,-0.911660,-0.912444,0.000784
-0.911159,-0.911195,-0.912098,0.000902
-0.910812,-0.910930,-0.911751,0.000821
-0.910466,-0.910489,-0.911405,0.000916
-0.910120,-0.910264,-0.911058,0.000795
-0.909773,-0.909832,-0.910712,0.000880
-0.909427,-0.909575,-0.910365,0.000790
-0.909080,-0.909175,-0.910019,0.000844
-0.908734,-0.908848,-0.909673,0.000824
-0.908388,-0.908518,-0.909326,0.000808
-0.908041,-0.908172,-0.908980,0.000808
-0.907695,-0.907772,-0.908633,0.000861
-0.907348,-0.907396,-0.908287,0.000891
-0.907002,-0.907012,-0.907941,0.000928
-0.906656,-0.906748,-0.907594,0.000847
-0.906309,-0.906370,-0.907248,0.000878
-0.905963,-0.905975,-0.906901,0.000927
-0.905616,-0.905621,-0.906555,0.000934
-0.905270,-0.905256,-0.906209,0.000953
-0.904924,-0.905079,-0.905862,0.000783
-0.904577,-0.904721,-0.905516,0.000794
-0.904231,-0.904256,-0.905169,0.000913
-0.903884,-0.903938,-0.904823,0.000885
-0.903538,-0.903561,-0.904476,0.000916
-0.903192,-0.903303,-0.904130,0.000827
-0.902845,-0.902849,-0.903784,0.000934
-0.902499,-0.902621,-0.903437,0.000816
-0.902152,-0.902258,-0.903091,0.000833
-0.901806,-0.901863,-0.902744,0.000881
-0.901459,-0.901556,-0.902398,0.000842
-0.901113,-0.901218,-0.902052,0.000834
-0.900767,-0.900845,-0.901705,0.000860
-0.900420,-0.900542,-0.901359,0.000816
-0.900074,-0.900095,-0.901012,0.000918
-0.899727,-0.899734,-0.900666,0.000932
-0.899381,-0.899463,-0.900320,0.000857
-0.899035,-0.899078,-0.899973,0.000895
-0.898688,-0.898716,-0.899627,0.000911
-0.898342,-0.898409,-0.899280,0.000871
-0.897995,-0.897982,-0.898934,0.000952
-0.897649,-0.897723,-0.898588,0.000865
-0.897303,-0.897420,-0.898241,0.000821
-0.896956,-0.897025,-0.897895,0.000870
-0.896610,-0.896694,-0.897548,0.000855
-0.896263,-0.896335,-0.897202,0.000866
-0.895917,-0.895916,-0.896855,0.000939
-0.895570,-0.895657,-0.896509,0.000852
-0.895224,-0.895224,-0.896163,0.000939
-0.894878,-0.894864,-0.895816,0.000952
-0.894531,-0.894547,-0.895470,0.000922
-0.894185,-0.894309,-0.895123,0.000815
-0.893838,-0.893895,-0.894777,0.000882
-0.893492,-0.893625,-0.894431,0.000806
-0.893146,-0.893213,-0.894084,0.000871
-0.892799,-0.892837,-0.893738,0.000901
-0.892453,-0.892562,-0.893391,0.000829
-0.892106,-0.892235,-0.893045,0.000810
-0.891760,-0.891898,-0.892699,0.000800
-0.891414,-0.891508,-0.892352,0.000844
-0.891067,-0.891085,-0.892006,0.000921
-0.890721,-0.890847,-0.891659,0.000813
-0.890374,-0.890401,-0.891313,0.000912
-0.890028,-0.890021,-0.890966,0.000946
-0.889681,-0.889772,-0.890620,0.000848
-0.889335,-0.889453,-0.890274,0.000821
-0.888989,-0.889027,-0.889927,0.000900
-0.888642,-0.888721,-0.889581,0.000860
-0.888296,-0.888321,-0.889234,0.000914
-0.887949,-0.888077,-0.888888,0.000811
-0.887603,-0.887676,-0.888542,0.000865
-0.887257,-0.887274,-0.888195,0.000922
-0.886910,-0.887031,-0.887849,0.000818
-0.886564,-0.886709,-0.887502,0.000793
-0.886217,-0.886355,-0.887156,0.000801
-0.885871,-0.885999,-0.886810,0.000811
-0.885525,-0.885533,-0.886463,0.000930
-0.885178,-0.885226,-0.886117,0.000890
-0.884832,-0.884896,-0.885770,0.000874
-0.884485,-0.884537,-0.885424,0.000887
-0.884139,-0.884133,-0.885078,0.000944
-0.883793,-0.883899,-0.884731,0.000832
-0.883446,-0.883437,-0.884385,0.000947
-0.883100,-0.883195,-0.884038,0.000844
-0.882753,-0.882821,-0.883692,0.000871
-0.882407,-0.882395,-0.883345,0.000950
-0.882060,-0.882178,-0.882999,0.000821
-0.881714,-0.881858,-0.882653,0.000795
-0.881368,-0.881381,-0.882306,0.000925
-0.881021,-0.881052,-0.881960,0.000908
-0.880675,-0.880734,-0.881613,0.000880
-0.880328,-0.880408,-0.881267,0.000859
-0.879982,-0.880001,-0.880921,0.000920
-0.879636,-0.879764,-0.880574,0.000810
-0.879289,-0.879304,-0.880228,0.000924
-0.878943,-0.878934,-0.879881,0.000947
-0.878596,-0.878707,-0.879535,0.000828
-0.878250,-0.878283,-0.879189,0.000906
-0.877904,-0.877896,-0.878842,0.000946
-0.877557,-0.877566,-0.878496,0.000930
-0.877211,-0.877279,-0.878149,0.000870
-0.876864,-0.876967,-0.877803,0.000836
-0.876518,-0.876538,-0.877456,0.000918
-0.876171,-0.876306,-0.877110,0.000804
-0.875825,-0.875863,-0.876764,0.000901
-0.875479,-0.875528,-0.876417,0.000889
-0.875132,-0.875234,-0.876071,0.000837
-0.874786,-0.874846,-0.875724,0.000879
-0.874439,-0.874436,-0.875378,0.000942
-0.874093,-0.874152,-0.875032,0.000880
-0.873747,-0.873869,-0.874685,0.000816
-0.873400,-0.873506,-0.874339,0.000833
-0.873054,-0.873068,-0.873992,0.000925
-0.872707,-0.872825,-0.873646,0.000821
-0.872361,-0.872502,-0.873300,0.000798
-0.872015,-0.872020,-0.872953,0.000933
-0.871668,-0.871783,-0.872607,0.000823
-0.871322,-0.871326,-0.872260,0.000935
-0.870975,-0.871096,-0.871914,0.000817
-0.870629,-0.870621,-0.871568,0.000946
-0.870283,-0.870349,-0.871221,0.000872
-0.869936,-0.870059,-0.870875,0.000816
-0.869590,-0.869719,-0.870528,0.000810
-0.869243,-0.869235,-0.870182,0.000947
-0.868897,-0.868963,-0.869835,0.000872
-0.868550,-0.868609,-0.869489,0.000880
-0.868204,-0.868309,-0.869143,0.000833
-0.867858,-0.867934,-0.868796,0.000862
-0.867511,-0.867639,-0.868450,0.000811
-0.867165,-0.867307,-0.868103,0.000796
-0.866818,-0.866866,-0.867757,0.000891
-0.866472,-0.866565,-0.867411,0.000845
-0.866126,-0.866184,-0.867064,0.000880
-0.865779,-0.865806,-0.866718,0.000911
-0.865433,-0.865506,-0.866371,0.000866
-0.865086,-0.865205,-0.866025,0.000820
-0.864740,-0.864876,-0.865679,0.000803
-0.864394,-0.864481,-0.865332,0.000851
-0.864047,-0.864045,-0.864986,0.000941
-0.863701,-0.863725,-0.864639,0.000914
-0.863354,-0.863416,-0.864293,0.000877
-0.863008,-0.863091,-0.863946,0.000855
-0.862661,-0.862716,-0.863600,0.000884
-0.862315,-0.862384,-0.863254,0.000870
-0.861969,-0.861961,-0.862907,0.000947
-0.861622,-0.861730,-0.862561,0.000831
-0.861276,-0.861295,-0.862214,0.000919
-0.860929,-0.861007,-0.861868,0.000861
-0.860583,-0.860632,-0.861522,0.000889
-0.860237,-0.860280,-0.861175,0.000896
-0.859890,-0.859898,-0.860829,0.000931
-0.859544,-0.859613,-0.860482,0.000869
-0.859197,-0.859216,-0.860136,0.000920
-0.858851,-0.858986,-0.859790,0.000804
-0.858505,-0.858638,-0.859443,0.000806
-0.858158,-0.858311,-0.859097,0.000786
-0.857812,-0.857934,-0.858750,0.000816
-0.857465,-0.857615,-0.858404,0.000789
-0.857119,-0.857130,-0.858058,0.000927
-0.856773,-0.856901,-0.857711,0.000810
-0.856426,-0.856425,-0.857365,0.000940
-0.856080,-0.856188,-0.857018,0.000830
-0.855733,-0.855749,-0.856672,0.000923
-0.855387,-0.855482,-0.856326,0.000844
-0.855040,-0.855050,-0.855979,0.000929
-0.854694,-0.854850,-0.855633,0.000782
-0.854348,-0.854466,-0.855286,0.000820
-0.854001,-0.854064,-0.854940,0.000875
-0.853655,-0.853662,-0.854593,0.000932
-0.853308,-0.853322,-0.854247,0.000925
-0.852962,-0.852957,-0.853901,0.000944
-0.852616,-0.852669,-0.853554,0.000885
-0.852269,-0.852391,-0.853208,0.000817
-0.851923,-0.851958,-0.852861,0.000904
-0.851576,-0.851571,-0.852515,0.000944
-0.851230,-0.851288,-0.852169,0.000881
-0.850884,-0.850900,-0.851822,0.000922
-0.850537,-0.850646,-0.851476,0.000829
-0.850191,-0.850342,-0.851129,0.000787
-0.849844,-0.849886,-0.850783,0.000897
-0.849498,-0.849633,-0.850437,0.000803
